class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31
positive,111.159375,86.8028077598664,34.91790349287549,21.695381660614025,25.64206458333948,4.830765266479796,16.407252054625516,18.65974674945233,7.57423918316489,6.48610830650725,4.156140369904592,4.210973995354376,9.324234844120987,8.641401247931674,7.6274548612628426,7.10343840427352,3.0183245688833753,6.192850719059161,12.44987372780939,11.435070034055737,3.635849646381065,3.733931607597332,5.559764783360909,6.265034422067382,4.8081130994871195,5.643526684788158,16.878417269830095,20.076718195007135,13.00045282430338,11.324405572145107,16.309226102089273,14.229156831583401
positive,106.9375,84.57399778349495,36.099804606376956,22.852676619546365,29.989204581969044,12.013370616207265,11.30216242878659,18.53898026296766,10.630391646705625,8.988849134618654,9.266222039122956,1.167521093543156,8.172759697521213,10.180356079476846,5.804484744155421,4.344021394444903,7.615280690821581,6.788786803443487,6.044725886335416,9.597947562750603,7.7882698142588875,1.826867013397364,9.512000457129481,10.080982316401633,2.580154125755131,9.788023111456233,17.603201814286688,20.76497281449309,19.63938306102519,14.321544992167954,9.230703992079809,10.947248824693009
positive,33.2375,32.74273160905732,31.28947251276614,28.968699678127116,25.925076357368855,22.34736966430126,18.45691861985299,14.49666849731357,10.726064075887042,7.434991395328021,5.002331487815363,3.8945928444542375,4.004586396414591,4.434712933112907,4.597283030804543,4.333091450737304,3.6681403880236103,2.7053961838688387,1.5820091356454495,0.4708864872415087,0.6775440158659888,1.49211390439142,2.045148468463037,2.3019714221269663,2.3002603934045043,2.1599814445832553,2.097901430951524,2.3306802000228,2.857273659419041,3.497644584578201,4.0749119961482565,4.4676996213101425
positive,37.021874999999994,36.375232748890696,34.47612331103515,31.444171786245153,27.46968185103089,22.801383152203492,17.732755890038685,12.59454872306512,7.787020040083777,4.087611743501609,3.7243697272263963,5.872654405360046,7.81799505862379,8.972302429494377,9.259483213813802,8.743746923136106,7.56217522546423,5.898259668039738,3.96746134650367,2.0423880075961693,1.0242794698353124,2.1316698202514623,3.3500193491543424,4.185557028682816,4.575413504710108,4.5401620675538155,4.14914491182055,3.5046632756813287,2.726708367547225,1.936436437210508,1.2392164599541082,0.7167900168591601
positive,25.703125,25.47846802682408,24.811256707620995,23.72152889145486,22.241887110301565,20.41634002607315,18.298744234924996,15.950908957044298,13.440444361938198,10.838460504703,8.217289008938392,5.64867595660187,3.204864557847056,1.0043120594172699,1.2603001841029344,2.992307639729719,4.46557251543685,5.626588185569276,6.463870697495893,6.981357911706228,7.195294590532174,7.132654846376773,6.829524231716345,6.329217722972228,5.680120752228215,4.9332876337753895,4.139843837160996,3.3482593299168326,2.601681692946937,1.9360790536526489,1.3821700532985493,0.9811435827953967
positive,24.559375,24.342670153206843,23.699108387149188,22.648113961806203,21.221289465633458,19.461290428354282,17.420311819589056,15.158247349341728,12.740600525267768,10.236253144774851,7.715265855537687,5.247188733086373,2.9026418920155757,0.8150916879947185,1.3647708725592635,3.0264627520372143,4.428521947628237,5.526934328381335,6.311687471793329,6.7873282842420934,6.970357552079913,6.887801962055771,6.575720117530988,6.077476734193705,5.441802232422329,4.72070556631269,3.967324330752435,3.2337811878648086,2.5690151315578182,2.0162148380710203,1.6088114339953603,1.364611183174241
positive,37.68125,36.86792356589495,34.492589498608886,30.742975966953335,25.911956769057085,20.369910956657915,14.530808418693379,8.81834249056282,3.6648363769244052,1.3843554550275297,4.441641545363689,6.654941443202578,7.747336059727105,7.799048091693651,6.991297795467137,5.568888867779751,3.8087327698986697,1.9935273166862166,0.4997399464562687,1.0879480258889327,1.8741026639745917,2.1689523480986224,1.9872800349585908,1.4252279720875642,0.6442577747855225,0.43183929610258,1.1994969285280102,1.831872008323704,2.1969234638585005,2.2711066826359128,2.109868079834318,1.8577081440480459
positive,25.31875,25.112846546083716,24.50115555485502,23.50152967552811,22.143048015056685,20.465037190421096,18.515771429368385,16.350931675447292,14.031952483589173,11.624495995439863,9.197613013461844,6.825314210546935,4.597697989539513,2.6833851832294027,1.6912788515479371,2.3813754107151666,3.6033214929076203,4.7187793196766314,5.600197700409324,6.2179883146393795,6.572360439142892,6.6787431692649175,6.562651310545538,6.256710623651692,5.798219430204041,5.2268491854136085,4.582471197955317,3.9033432690914895,3.225274377144987,2.5832625519539123,2.0191246285262388,1.6007169331166509
positive,26.775000000000002,26.55527575219594,25.90327888308712,24.840273462342786,23.400831105874577,21.63156287905826,19.589411902179688,17.339571464870502,14.953107630474495,12.504376460136362,10.068333683484699,7.71783859417973,5.521054004213798,3.539040250154092,1.8236336565348943,0.415688819201382,0.65625,1.3767996345754578,1.7440806073350514,1.7695407851368874,1.477269265162783,0.9028292305257035,0.09165695286127756,0.9029092759936933,2.0218923695255064,3.203142798999447,4.383911367196892,5.503427757287718,6.5053841550744185,7.340227072640012,7.967168067713042,8.355835063178137
positive,38.981249999999996,37.61862434257687,33.68516760510307,27.624787378531124,20.11681613547416,12.004886277117198,4.36004802830362,3.705037484522806,8.67964388189567,11.920308182202724,13.056885013389328,12.213690065525627,9.79132887831202,6.442819995328368,3.4092084288414424,3.78751410239451,6.303162958487587,8.275498578253128,9.153630901568839,8.910291931117532,7.771986314373894,6.150418105713669,4.601789728647742,3.704999241461303,3.553111649803744,3.565992900733348,3.302692046270018,2.8381206462339517,2.737651908560397,3.424984443694532,4.4627172609865475,5.291307158955016
positive,24.9625,24.683872459401965,23.85778670148408,22.513400631886647,20.698602696942686,18.479230386690148,15.938753413462932,13.180020111779505,10.333786317956255,7.59009550934715,5.30873566667062,4.253844385888523,4.975692677406369,6.625762612861183,8.38206065388204,9.916305787684943,11.096286681813876,11.864200447679197,12.200942920861586,12.114017395477395,11.632274533390339,10.802818091365014,9.688764597347767,8.367790062361065,6.932343873814983,5.4939895700957315,4.197004015197009,3.2411833753789283,2.8402606313435776,2.9743021360588155,3.33221440829567,3.6360529091858402
positive,45.484375,44.069515210023994,40.02477743644376,33.920948584111876,26.62189236261288,19.18487543175054,12.790069225343242,8.679720975084907,7.345899573334759,7.228835799816137,6.7261121344416175,5.602280518475006,4.48338335500195,4.191275477859475,4.57299154632304,4.746700514861351,4.301359023974284,3.603187932817082,3.8486013298651924,5.414147731217487,7.228116309965274,8.431489979674788,8.554444814092248,7.412833737776288,5.071685887328808,1.8103763490558151,2.0517615920903087,5.936024747753072,9.513180528753738,12.469126414591981,14.62747790006459,15.923274521051257
positive,49.681250000000006,45.00738844859949,32.36085892724507,15.694340271670322,7.044191245409984,17.09322664034077,22.5647624878686,20.954091172278314,14.216322184216603,7.3385413846546985,8.712521808753888,12.053767274928076,11.721260847145249,8.340554759832411,6.0000483265489635,8.155068660925629,10.050380900742022,9.231279624650073,6.392025788788487,5.10398419903104,7.492062055634308,9.540058706367775,9.565583575216245,7.9138954884606605,6.092609826014698,5.879681139324544,6.966223232523345,7.949859289158597,8.258004526263827,7.680291757374779,6.041751151260202,3.356909854239871
positive,54.521874999999994,52.60394279853219,47.10265650340492,38.7360890575596,28.57738837146126,17.899410143162086,8.065029199781911,2.6083910057212645,7.017495554923525,10.027632508942933,10.602167528670252,9.243868122398569,6.898590685409943,4.995349095618698,4.950669156178367,5.945776216970925,6.481256780372539,6.085887653326472,4.910344914917351,3.433045908350771,2.2924616223419094,1.811940026583068,1.3662069527073992,0.3047320473576462,1.4653452171343646,3.6528816410125216,5.806004244717695,7.4284924466964215,8.106567234004494,7.604978068577242,5.925423056054701,3.3339019853336294
positive,36.515625,35.74236079005949,33.474840834248745,29.866101041741096,25.159124489054935,19.670960004396495,13.777833525161174,7.932753837920161,3.1308015751914584,4.216309973607086,7.957069392528819,10.929014565878415,12.770430750663026,13.42770380800794,12.97320660139951,11.576608848069235,9.495161699682896,7.087969112010374,4.918659033015953,3.978608061469943,4.759994504230247,6.146334807214887,7.274090523224528,7.83660085642595,7.7597176633901235,7.087447831488247,5.940391572322372,4.490259758364779,2.9387653264516023,1.507394321803734,0.5586697180711132,0.7713983929399746
positive,115.94062499999998,99.41439501946307,57.85890144330558,11.092229891829474,22.178067219213172,29.797385174621375,16.682331131723462,7.438082805840103,20.165256201256884,20.96641268932187,12.789785915170016,8.610934283591908,9.239679736456784,4.384024059193327,5.427492241101282,10.85759846953595,10.463465550577636,8.00326736297474,10.254305724920384,11.688519522986144,8.795888597972157,3.7635439020676418,0.2424063770761356,1.8074093167262903,3.225193937024683,3.1382094054295084,0.6526722062161482,5.053200377615499,8.25286245779822,7.034525753456839,1.9963983487110744,4.751119992060388
positive,98.378125,87.5567062495973,59.43083711161822,24.9957949133018,3.1533039022656357,16.36607156753396,13.403462242360881,0.5757649574479299,14.178396390734958,21.32216867957941,18.359615041338603,8.979128112407292,9.4780216800236,16.676514822068118,17.846628864595775,13.27452958148905,6.913006451835916,4.001280827465522,4.3732031753949325,3.5745382003514097,2.233461531495826,4.735518554627267,9.84474278363361,14.212173674572364,15.065705364533846,11.06869570791405,3.429260074731352,5.44499933264917,11.154987648257944,12.342380700435598,9.504480762188072,4.8321914592862685
positive,69.7625,62.8573649776378,44.41546886765302,20.737403528625553,8.820157597081401,21.055720745870758,25.819610083811483,21.599159578563743,12.950550933878791,8.325750723950744,10.338296385955115,9.835424660150203,5.5856855256457765,3.5541937455585044,6.875749227543142,7.293891472177196,3.957106443634036,2.6995383255437817,7.794652300218587,10.924808612964267,11.379928112656904,10.317111928674516,9.135171322646377,7.733079081340064,5.579397442512143,3.9666372601518383,3.7682803569924683,1.7040819361514858,4.920419971608075,14.84037128560903,25.839174630941184,34.41841684559877
positive,87.009375,80.51169961776661,62.739829711163274,38.32940945721392,13.52376505250078,7.458084208464907,18.107374883800297,19.501503786336404,13.368899982553605,3.721140515360189,5.815654480171724,11.024212828539481,11.121590723377613,6.899271519329317,1.1715328847912723,5.280259462896767,8.289574236088662,8.087978669081183,5.519360793649067,2.7518532466160326,2.831775872996426,3.830679783997119,4.771688916796239,6.424390131865343,7.829740575218836,7.568212987191634,5.2435070728732915,2.645890271598103,4.7295221670962615,7.1686360237618105,7.178526176134252,4.53407756411556
positive,35.7125,34.93086917753485,32.638346153152725,28.988100182277826,24.222675426149316,18.65637634750612,12.654657039840204,6.625874107076463,1.4903904862733164,4.637484985566031,8.785872422139285,11.889068738098981,13.79127301398749,14.474071018716796,14.021867754548772,12.612809572204268,10.515214052148439,8.104842826514057,5.9506598303070986,4.931631450954517,5.504426504095861,6.807982892409518,7.980149207031897,8.652108592788272,8.714128808201425,8.190153981657197,7.187261840622154,5.865763311252067,4.413926210199907,3.0234957885406715,1.8657875679336862,1.0743368586849533
positive,82.065625,72.24724919765913,46.533564709170854,14.538523845621116,12.54032319852594,26.10591202679242,24.036450010423792,10.47100108136548,6.525743369852328,18.923908880537418,22.213590407546338,16.97780556315245,8.775530251186549,8.108336842792747,10.615117318006357,8.880785888721276,5.4874190270221765,6.986500615859088,9.366473226838005,8.807400461411344,5.775537064111576,2.255673465390924,4.374284077445599,9.714325007167629,15.308479243611314,19.441297103702485,20.593321694610417,18.3540664878228,13.678929227852421,8.429946786919617,4.687441700176641,3.7193487042633375
positive,21.765625,21.59706920064961,21.097714238916637,20.286359988193666,19.19390231220461,17.8627518034258,16.34617359056008,14.707702854150632,13.020795126454328,11.368701654154096,9.84382437782261,8.543688225566235,7.556938111548841,6.933023812807082,6.647561059371615,6.600206739601351,6.657177898939235,6.699028715053731,6.642319255252718,6.440042222880175,6.074845021540575,5.552260582203059,4.895889811965711,4.144985394036056,3.3555352674578227,2.608194402718491,2.026789449081082,1.7724465896173551,1.8900158556294575,2.204351052074694,2.525530030564788,2.749110370730421
positive,33.675,32.830101224669676,30.375914814496692,26.545443066138233,21.699720180279378,16.290963493618037,10.820948957993252,5.821279770225989,2.150003407866162,2.660928352995952,4.286549330348485,4.843138147113342,4.324540693471979,3.1476591049776794,2.5382203329395496,3.8410452463338314,5.860770667113668,7.609988149195272,8.667772310897705,8.835411078592497,8.080212072879029,6.53911261187671,4.584664166762653,3.18948056093967,3.8839042095118517,5.754709020950617,7.447975346380309,8.453782432424688,8.581887306728095,7.8310628796832,6.388136355388391,4.7220604967772095
positive,31.659374999999997,30.95728611387307,28.911979541432952,25.700216387085707,21.597126264851344,16.95051154489083,12.153905843810248,7.640810544421052,4.028097753158876,2.897156948609139,4.2961275321205346,5.679189488548077,6.4356651951178545,6.620915583435916,6.449575340257393,6.157407562036479,5.886863852309223,5.613902579711884,5.186056701648755,4.43486832253702,3.263655346718904,1.6823893374819159,0.3739514386187253,2.325644579500742,4.307954440305329,6.005481794054079,7.217517293465087,7.8015423098396735,7.6960535543712325,6.9422934362745625,5.715537603413058,4.408582519336032
positive,36.228125,35.29403038181073,32.58250574167425,28.35687608043449,23.028053168312216,17.120657693983546,11.25309401904218,6.244637152736209,3.8762418954039184,5.12638258272458,6.634180279573085,7.04998214895594,6.2783574221588925,4.605670667860115,2.7857558535800897,2.867776241017691,4.817936255869829,6.699006597913679,7.847028091019086,8.025538986796281,7.223352341212761,5.6808910079829555,4.136784040133782,4.232946125350556,6.240173739533654,8.660304319387649,10.657212457563881,11.851816215302176,12.098156357445715,11.454749411640202,10.20846821947966,8.91846488792015
positive,33.790625,33.054943630848776,30.91237449268031,27.550061918181875,23.25994678948803,18.41249064092777,13.429146662479223,8.773959740107843,5.051221246068569,3.414069112024126,4.153451863084517,5.188398835828874,5.66541269339942,5.61538283901413,5.366252194171671,5.3338381898107325,5.726286870924737,6.3663586694624055,6.90515819641992,7.062010041097392,6.6901751461643535,5.76894312518598,4.383702694722844,2.712264763946551,1.127491969823063,1.3393012777968318,2.625915016031342,3.596337593947879,4.069767492105519,4.040159430880605,3.623363433575744,3.0804150139101085
positive,32.193749999999994,31.354272479386673,28.916074747836127,25.111246932200427,20.2989220609717,14.927370000059845,9.488791907578031,4.484565659951922,0.9358076712675973,3.108889406501709,4.869769497058664,5.345152719353371,4.638231184526948,3.0583682625864275,1.5488201922015377,2.7952361493845617,5.051757506675274,6.950574529571521,8.107051982480899,8.337884642293307,7.61100605953886,6.050298906764886,3.99045144179259,2.437936758451787,3.4056143814144177,5.511425381676323,7.321192769749336,8.404986391748144,8.603775815195378,7.9327163508913365,6.59436774772222,5.070847240860834
positive,38.00625,36.93736000589347,33.82980663825669,28.97186497905224,22.816491050019934,15.95445277238996,9.154223533283258,4.201558441222342,5.87439999837543,9.701091413616629,12.41879239386406,13.611009400846923,13.333319214043366,11.881840420336596,9.767114251939178,7.747953049661392,6.762118750805844,7.145370242898659,8.085375735970223,8.686497756067908,8.507580809098746,7.442745176096035,5.598180860295356,3.2224585668026835,0.7469592335507761,1.9667701107769662,3.974167382959142,5.304320649454339,5.790671155180289,5.405940122694262,4.263267568936669,2.66244043940971
positive,29.346874999999997,28.944569592545438,27.75710705501237,25.841769079947127,23.290490250624845,20.22477249402495,16.788986506810488,13.142454693434447,9.450796046670904,5.877147375417257,2.574914087029434,0.3860227045558388,2.743124046063725,4.559416497965683,5.757687879834474,6.33371318583623,6.320280631872685,5.784788529663631,4.827933485458387,3.5895878581152303,2.297920247769851,1.556347331823577,2.1561156140846816,3.280594287330606,4.301345740344479,5.027379836913102,5.378843100545261,5.326331914128787,4.878993397807118,4.081720931224494,3.019175007671595,1.8557278571795872
positive,98.77187500000001,86.94978312542543,56.30417422502245,19.07072917373544,10.952788243512854,23.86701663093742,18.665655418555517,3.1609880312394805,15.845291406989807,24.464447948278213,20.79179502276527,7.7773263091330405,7.298883748794605,17.009875519583357,17.66744999241588,11.07447018588643,7.349833251722447,13.06808588894753,15.795588340498893,13.612838424432143,9.056350296933783,5.447550787572019,4.162953461353722,3.883265797922871,3.2110955698678425,0.9334574938266218,3.1801869864866483,7.818941366423366,11.143571704174386,12.21188941950185,11.786997685710466,11.411050629380712
positive,25.953125,25.767481135377313,25.215759874952855,24.313414566291797,23.085615972898275,21.566400796751587,19.797531209921104,17.827117961605467,15.708078525519268,13.496530672869303,11.250280873630219,9.027720960012227,6.887936467815579,4.894730569178204,3.1365894255861413,1.8289902983989859,1.5704205497652535,2.2720825346792757,3.095629631291938,3.771267358961264,4.24378784935223,4.508629498040386,4.579650132601585,4.480116888436572,4.238711973273297,3.8869201143923657,3.456957455886258,2.980183533695429,2.4864070703307113,2.0052387668142386,1.5722926199250296,1.2449334024441687
positive,104.346875,92.17181793582415,60.4902021726969,21.6295473718128,10.915648878637002,26.328118616035848,23.81727998038865,9.586636960257154,6.501813978448063,15.059943347136583,13.095731877747982,3.598332713867649,8.371011810498468,14.815750728628844,13.97449507112401,7.55115699056727,0.34783089012478485,4.747458917891872,5.26892660047667,3.9716299999622287,3.6739212028601584,2.115226827043694,2.070724550696958,6.808622965674132,9.25823477145656,8.180094221929098,6.540112878373704,8.753080610910828,10.428087241171342,8.46536947276559,5.556143987727523,7.6449711815585655
positive,97.65937500000001,87.51899188609876,60.69261080641352,26.67020609918443,7.924829785441555,23.944738735022735,26.3589340240187,16.393535912645422,4.976932599234624,14.414747729973646,19.62574457680192,16.32254663051196,7.685261284636669,3.709253509573431,8.410671573375492,8.440891055773859,4.6666839889931495,2.305363844307586,4.0088826598652645,3.329333414492892,3.0109658030977573,6.148510944060897,8.07798022443503,7.584492399561893,6.201420996144807,5.93772210259343,5.381227042990981,2.70291198411954,1.6247556289236083,5.404911282268548,6.6901425103984185,4.7936494045875815
positive,96.52812499999999,85.31237065430358,56.30969267229332,21.277118007381137,7.01824443316787,18.636918632109676,13.664662398231172,3.3941801841498083,16.974384201593068,23.030886985856235,17.521157459729874,4.063538885122326,11.00624233459451,19.860199134854927,20.0775710390793,13.531753326609753,6.016141211617708,6.219433401782479,8.452364277790746,9.07689335909316,9.597191564943682,9.999829083678655,10.285717443911981,10.631481830941961,9.648161444438918,7.157116964328795,8.449662471758645,13.289406774835866,15.703611240786676,14.318976599036096,12.475190415548905,13.875834055940128
positive,106.953125,94.91750202630496,63.62289765872777,25.26624331037512,6.23987375030758,21.19173536850945,18.31419731403167,4.774381094484895,12.583026604900624,20.599603275941107,17.890176348289692,7.491216758677169,6.573697113004096,13.75373978517279,13.926526906081046,8.453768093567312,2.23765057105103,3.289380962325047,3.1126716865115474,0.9598058962895843,1.865381757774427,1.0384104053316472,3.8900300167688893,8.719134542665984,11.082214074999323,9.259302754944176,4.693604956209019,4.246121604235902,6.139460984644046,4.468286523713693,4.125027380726209,8.890969372500807
positive,151.503125,104.85158965180791,16.211340391020695,40.63765898442108,22.857400395983063,20.034274386364466,24.505494323849856,5.88419904188567,13.5648100717061,3.822884242186791,8.794716500530708,0.6738798230945794,13.314485526685525,7.409179904865358,13.776461442430763,19.884082315841294,8.217110696779315,9.446107219154927,6.978852343315437,12.815084641521397,10.745513502961497,10.657137598889602,21.411494936245543,18.987293307055992,9.446101729009207,2.5800696176225126,8.798766782002465,5.422681078775242,8.481803002166894,11.636705180410878,7.504951583920917,5.656864762084812
positive,25.8,25.540735236081275,24.771136330457754,23.515521598981877,21.813550231212727,19.7189976682104,17.298240909271176,14.628784223981135,11.798666469074089,8.909446085636375,6.094196171469138,3.6181256544154343,2.432648385640231,3.5668273973511755,5.433008979818881,7.1978931629184695,8.670937449318844,9.789253757717518,10.531504775648543,10.899673456573845,10.913159282412629,10.605674506185368,10.022739161720583,9.219175865974155,8.256454909738606,7.199893870530668,6.115778702985245,5.0685063108897985,4.117880157786554,3.316742873765631,2.7091842414771428,2.3293613745606745
positive,27.125,26.87615047628597,26.137816482246382,24.934389318591013,23.305704209946775,21.305907895440665,19.002092221456646,16.473022703511997,13.808672775887429,11.112308961395081,8.510010791411979,6.182358768617102,4.452050947760225,3.831217343159242,4.388277037827099,5.438461676660404,6.462821860940466,7.249113455822577,7.718444271875678,7.848808340440177,7.6488091277406225,7.147173531275165,6.387284984226683,5.423405736845635,4.317547941941745,3.136907308792031,1.9533010320705884,0.8605820359781717,0.45609079623276294,1.1773109163431377,1.8023367741160525,2.196914217218204
positive,20.096875,19.923418059381827,19.40876731588217,18.57000279983866,17.43536249859208,16.04404971763972,14.44632912815588,12.70446969139542,10.895645046952298,9.11889768383219,7.509093468228245,6.254845065548146,5.579783036064466,5.59996147991077,6.172737043646633,7.019388795758788,7.914736675381247,8.723998424453342,9.374476683689274,9.830619842350757,10.080055933276222,10.126081944199502,9.983262127770308,9.674497030642366,9.22885765098118,8.679936703497784,8.064697637038188,7.4228995666336886,6.797123362692412,6.233078286416632,5.779012936279624,5.481872107208336
positive,96.540625,85.48070950663289,56.84738529812125,22.641216955019637,11.762030005726233,22.936094712621543,19.62391446768679,6.257060624524865,8.97158628262731,16.473451683168015,14.181096047573186,5.041854839811092,7.2112348893067635,13.880256309780572,14.436090786502909,10.226499773292618,4.576554764844948,1.2622220255331964,5.243421634328037,8.728465111319828,9.527009263501855,7.117112051508267,6.75873595025538,11.368345942427363,13.91696479497679,12.312286174887355,10.020551718527102,11.556808775252945,12.549192581448837,9.160174917709053,4.317354105921814,7.832308953079024
positive,95.490625,84.92179855607392,57.55784795980182,24.387822988778428,3.420209743705714,14.461852518842168,10.706131459888997,2.9051089485224897,15.680860708328096,20.92537291780739,15.844024401416943,3.6548320569389787,9.687252353502489,18.02086537398466,19.44467232519104,15.903999382064116,11.20770391084298,7.28968338461071,4.3298499583132335,5.821356154020829,8.843162144378736,10.006573868080007,10.16326213048009,10.444144678243255,9.696256225459502,9.000872879404536,12.806866927881522,17.735218417985635,18.518848543425907,14.069175256159983,9.504572184235668,12.384781418487998
positive,100.9375,89.53619570086438,59.85954862987218,23.517215716133734,8.845258013361036,23.182243091865203,21.80442706887118,10.082965501200267,6.255016096712532,12.677249121864078,10.637661591867444,2.0063907138225,7.598767379001469,12.853625935259124,11.870322712787386,6.588796099391347,1.5040635063886072,2.8921948381043165,3.9530226799468786,5.4187610413745135,5.817901334871559,3.3495000251292257,4.38399328202117,9.599299637605853,11.869635638568148,10.235597798870492,8.758440520028971,10.991264522806484,11.513048860080257,7.065267538208368,2.811998058244519,9.768824721450418
